Phylum	Scientific_name_ARTER	Synonym_ARTER_1	Synonym_ARTER_2	Synonym_ARTER_3	Synonym_ARTER_4	Synonym_ARTER_5	Synonym_ARTER_6	Synonym_ARTER_7	Synonym_ARTER_8	GBIF_synonym	External_synonym	Synonym_Philip	Marine	BOLD_barcode	
Arthropoda	Diastylis rostrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Diastylis rugosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Diastylis spinosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Diastylis tumida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Diastyloides biplicatus	Diastylis biplicata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Diastyloides serratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leptostylis ampullacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leptostylis longimana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leptostylis villosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hemilamprops cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hemilamprops roseus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lamprops fasciatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eudorella emarginata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eudorella hirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eudorella truncatula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eudorellopsis deformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leucon acutirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leucon nasica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Leucon nasicoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leucon pallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Campylaspis costata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Campylaspis rubicunda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Campylaspis sulcata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Campylaspis verrucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudocuma longicorne	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pseudocuma longicornis	x	-	
Arthropoda	Pseudocuma simile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Athanas nitescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Calocarides coronatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Calocaris macandreae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Cryptocheles pygmaea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Callianassa subterranea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Gilvossius tyrrhenus	Pestarella tyrrhena	 Callianassa tyrrhena	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Cancer pagurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Carcinus maenas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Corystes cassivelaunus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Crangon allmanni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Crangon crangon	Crangon vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pontophilus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pontophilus spinosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Sabinea sarsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Dromia personata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Galathea intermedia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Galathea nexa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Galathea squamifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Galathea strigosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Geryon trispinosus	Geryon tridens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Goneplax rhomboides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pachygrapsus transversus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Caridion gordoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eualus cranchii	Spirontocaris cranchi	 Hippolyte cranchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eualus gaimardii	Spirontocaris gaimardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eualus occultus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eualus pusiolus	Spirontocaris pusiola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Hippolyte varians	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Spirontocaris liljeborgii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Spirontocaris spinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Paromola cuvieri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Inachus dorsettensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Inachus phalangium	Inachus dorhynchus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Macropodia rostrata	Stenorhynchus rostratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Ebalia cranchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Ebalia tuberosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Ebalia tumefacta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Lithodes maja	Lithodes arctica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eurynome aspera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Munida intermedia	Munida tenuimana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Munida rugosa	Munida bamffica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Munida sarsi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Homarus americanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Homarus gammarus	Homarus vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Nephrops norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Hyas araneus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Hyas coarctatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Anapagurus chiroacanthus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Anapagurus laevis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pagurus bernhardus	Eupagurus bernhardus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pagurus pubescens	Eupagurus pubescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Palaemon adspersus	Palaemon fabricii	 Palaemon squilla	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Palaemon elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Palaemon serratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Palaemon varians	Palaemonetes varians	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Palinurus elephas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Atlantopandalus propinqvus	Pandalus propinqvus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pandalina brevirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pandalus borealis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pandalus montagui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Rhithropanopeus harrisii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pasiphaea sivado	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pasiphaea tarda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pilumnus hirtellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pinnotheres pisum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pirimela denticulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Liocarcinus depurator	Portunus depurator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Liocarcinus holsatus	Portunus holsatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Liocarcinus navigator	Macropipus arcuatus	 Portunus arcuatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Liocarcinus pusillus	Portunus pusillus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Necora puber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pisidia longicornis	Porcelana longicornis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Callinectes sapidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Processa canaliculata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Processa edulis	Nika edulis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Upogebia deltaura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Upogebia stellata	Gebia stellata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eriocheir sinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Hemigrapsus sanguineus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Hemigrapsus takanoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Xantho poressa	Xantho rivulosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Meganyctiphanes norvegica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Nyctiphanes couchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Thysanoessa inermis	Rhoda inermis	 Thysanoessa neglecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Thysanoessa longicaudata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Thysanoessa raschii	Rhoda raschii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Aega bicarinata	Aega stroemii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Aega crenulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Aega monophthalma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Aega psora	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Aega tridens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Rocinela danmoniensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Syscenus infelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Anthura gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Cyathura carinata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Astacilla dilatata	Arcturella dilatata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Astacilla longicornis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Athelges bilobus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Athelges paguri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Athelges tenuicaudis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Bopyroides hippolytes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Bopyrus squillarum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eremitione hyndmanni	Pseudione hyndmanni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Gyge branchialis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hemiarthrus abdominalis	Phryxus abdominalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pleurocrypta galateae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudione borealis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudione crenulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Clypeoniscus hanseni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Munnoniscus marsupialis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Saduria entomon	Mesidotea entomon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eurydice pulchra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Natatolana borealis	Cirolana borealis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Liriopsis pygmaea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Glossobius impressus	Ceratothoa impressa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Cyproniscus cypridinae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Prodajus ostendensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Dendrotion spinosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Desmosoma lineare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Echinopleura aculeata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eugerda filipes	Desmosoma filipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eugerda intermedia	Desmosoma intermedium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eugerda tenuimana	Desmosoma tenuimanum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eugerdella coarctata	Desmosoma coarctum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Whoia angusta	Desmosoma angustum	 Desmosoma armatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Portunion maenadis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Gnathia oxyuraea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Batedotea elongata	Idotea elongata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Idotea balthica	Idotea tricuspidata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Idotea chelipes	Idotea viridis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Idotea emarginata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Idotea granulosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Idotea linearis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Idotea neglecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Idotea pelagica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Ischnomesus bispinosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Ianiropsis breviremis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Jaera albifrons	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Janira maculosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Leptanthura tenuis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Ligia oceanica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Limnoria lignorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Macrostylis longiremis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Macrostylis spinifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Munna boeckii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Munna fabricii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Munna limicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Uromunna petiti	Munna minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Baeonectes muticus	Eurycope mutica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Disconectes furcatus	Eurycope furcata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Disconectes phalangium	Eurycope phallangium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Eurycope cornuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Eurycope producta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Ilyarachna longicornis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Munnopsis typica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pseudarachna hirsuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Paramunna bilobata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pleurogonium inerme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pleurogonium pulchrum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pleurogonium rubicundum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Pleurogonium spinosissimum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Lekanesphaera hookeri	Sphaeroma hookeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Lekanesphaera rugicauda	Sphaeroma rugicauda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Nebalia bipes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Amblyops abbreviatus	NA	NA	NA	NA	NA	NA	NA	NA	Amblyops abbreviata	NA	NA	x	-	
Arthropoda	Boreomysis arctica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Erythrops abyssorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Erythrops elegans	Erythrops pygmaea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Erythrops erythrophthalmus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Erythrops erythrophthalma	x	-	
Arthropoda	Erythrops serratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Erythrops serrata	x	-	
Arthropoda	Gastrosaccus spinifer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hemimysis abyssicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hemimysis lamornae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Heteromysis formosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Leptomysis gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mesopodopsis slabberi	Macropsis slabberi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Mysideis insignis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mysidopsis angusta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mysidopsis didelphys	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mysidopsis gibbosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Mysis mixta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Mysis oculata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Mysis salemaai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Neomysis integer	Mysis vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Parerythrops obesus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Parerythrops obesa	x	-	
Arthropoda	Praunus flexuosus	Mysis flexuosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Praunus inermis	Mysis inermis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Praunus neglectus	Mysis neglecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudomma affine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudomma roseum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Schistomysis ornata	Mysis ornata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Schistomysis spiritus	Mysis spiritus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Siriella norvegica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Hansenomysis fyllae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Akanthophoreus gracilis	Leptognathia gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Parakanthophoreus longiremis	Leptognathia longiremis	 Akanthophoreus longiremis	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Tumidochelia dentifera	Leptognathia dentifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Anarthrura simplex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Apseudes spinosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Cryptocope abbreviata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Heterotanais oerstedii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Leptognathia breviremis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudotanais forcipatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Pseudosphyrapus anomalus	Sphyrapus anomalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Araphura brevimanus	Leptognathia brevimana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Araphura filiformis	Leptognathia filiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Tanais dulongii	Tanais cavolinii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Tanaissus danica	Leptochelia danica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Tanaissus lilljeborgi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Tanaopsis laticaudata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Typhlotanais aequiremis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Typhlotanais tenuicornis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Arthropoda	Clistosaccus paguri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Arthropoda	Sylon hippolytes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
